,F_NB,P_NB,A_NB,T_NB,CLAS_NB,F_KNB,P_KNB,A_KNB,T_KNB,CLAS_KNB
"IMAN_2, SHALAT_2, ZAKAT_2, PUASA_3, HAJI_1",0.693877906234545,0.6960000000000001,0.696,0.5468928813934326,0 0 2 0 2 2 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 0 0 3 3 0 1 2 0 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 3 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 4 2 4 4 1 4 0 1 1 1 1 1 1 1 1 1 0 3 0 0 1 1 0 4 3 1 2 3 2 2 2 2 4 3 2 2 2 2 2 3 2 2 2 2 3 3 4 4 4 3 2 0 0 2 0 0 4 2 2 3 3 3 2 2 2 4 3 2 3 3 0 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 0 3 3 3 3 3 4 4 0 2 0 4 4 3 0 4 0 4 3 4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4,0.4438030102733865,0.44399999999999995,0.024,4.203187465667725,4 4 1 4 4 4 4 1 4 1 1 1 1 4 4 1 1 1 3 1 4 4 3 4 1 1 4 4 4 4 3 4 4 4 4 3 4 3 1 4 4 4 4 1 1 3 4 4 4 2 0 4 2 0 2 3 3 4 2 4 4 4 2 4 4 0 4 3 2 3 2 4 4 4 0 1 0 1 2 2 4 4 0 2 0 2 3 2 4 3 1 4 4 3 3 4 1 2 4 3 1 1 1 1 4 1 1 1 1 1 4 1 4 1 4 0 4 1 0 4 0 1 1 1 1 1 2 1 4 1 2 1 1 1 0 1 0 0 1 1 0 0 1 1 4 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 4 1 2 1 1 1 1 1 4 0 0 1 2 1 1 1 1 0 1 2 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0 2 0 0 0 1 0 1 0 1 0 1 1 0 0 0 2 2 1 1 1 0 2 1
"IMAN_2, SHALAT_2, ZAKAT_2, PUASA_3, HAJI_2",0.672510606581814,0.672,0.672,0.5312309265136719,0 0 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 3 0 1 2 0 2 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 4 2 1 4 1 3 0 1 1 1 1 1 1 1 1 1 2 3 0 0 1 1 0 1 3 1 2 3 2 2 2 2 3 3 2 2 2 2 2 3 2 2 2 2 3 3 3 2 4 3 2 0 0 2 0 0 1 2 2 3 3 3 2 2 2 3 3 2 3 3 0 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 0 2 0 4 3 4 4 4 4 3 3 3 1 3 4 4 3 3 4 4 4 0 0 3 3 0 3 3 3 1 1 1 4 4 4 4 3 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.5022465528073006,0.48800000000000004,0.016,4.26568865776062,4 4 1 3 4 4 4 4 4 1 1 1 4 4 4 4 1 1 4 4 4 4 3 1 4 1 4 4 4 4 3 4 2 4 4 3 2 3 1 4 4 3 4 4 1 3 4 4 4 2 0 4 2 0 2 4 4 3 2 4 2 4 2 4 2 0 4 4 2 3 2 4 2 2 0 1 0 1 4 2 4 4 4 2 0 2 2 2 4 3 1 4 4 3 3 4 4 2 2 3 1 1 1 1 4 1 1 1 1 1 0 1 1 4 4 0 4 1 0 1 1 1 1 1 1 1 4 1 4 4 0 1 1 1 0 1 0 0 1 1 0 0 1 1 3 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 1 1 0 0 0 0 0 0 0 0 4 0 2 0 0 0 1 1 1 1 1 1 1 0 1 0 3 0 2 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_2, SHALAT_2, ZAKAT_2, PUASA_3, HAJI_3",0.6788333859688699,0.676,0.676,0.5156040191650391,0 0 2 0 2 2 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 0 0 3 3 0 2 2 0 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 3 1 3 0 1 1 4 1 1 1 1 1 1 2 3 0 0 1 1 0 4 3 4 2 3 2 2 2 2 3 3 2 2 3 2 2 2 2 2 2 2 3 3 3 2 4 3 2 0 0 2 0 2 4 2 2 3 3 3 4 2 2 4 3 2 3 3 0 3 3 3 2 2 3 4 3 3 3 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 0 3 3 3 3 3 4 4 0 2 0 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 4 4 3 4 3 1 4 3 4 0 4 1 3 4 3 3 4 4 0 1 4 4 4 3 3,0.49110170227915634,0.48,0.02,4.187571048736572,4 4 1 4 4 4 4 4 4 1 4 1 4 4 4 1 1 1 4 1 4 4 4 4 1 1 4 4 4 4 3 4 2 4 4 3 2 3 1 4 4 4 2 1 1 4 4 1 4 2 0 4 2 0 2 2 3 4 2 4 2 4 2 4 4 0 4 3 2 3 2 4 3 4 0 4 0 1 2 2 4 4 4 2 0 2 2 2 4 3 1 4 4 3 3 4 1 2 2 3 1 1 1 1 4 1 1 1 1 1 0 1 1 1 4 0 4 1 0 1 0 1 1 1 1 1 4 1 4 1 0 1 1 1 0 1 0 0 1 1 0 0 1 1 3 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 4 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 0 1 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 1 0 1 4 2 1 2 2 2 0 4 0 1 0 2 0 0 1 1 0 0 3 0 2 1 1 1 0
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_1, HAJI_1",0.6255923955311827,0.628,0.628,0.5312650203704834,0 3 2 0 0 0 0 3 3 3 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 3 3 0 2 2 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 3 1 1 4 2 4 2 1 4 0 1 1 1 1 1 1 1 2 1 0 1 0 3 1 2 0 4 1 1 2 4 2 4 2 4 2 2 2 0 0 0 0 2 3 0 0 0 2 3 3 3 3 3 2 3 3 3 2 4 4 0 2 2 2 3 0 0 3 2 0 0 0 3 2 0 2 3 2 1 2 3 3 2 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 0 4 3 4 3 3 3 2 3 2 3 4 3 3 3 3 3 4 4 3 0 4 0 4 4 4 4 4 4 4 4 4 4 3 1 3 1 4 4 3 3 4 4 4 4 4 4 4 3 4 4 3 3 4 4 4 4 4 4 4 2 4 3 4 4 4 4,0.4324616193497593,0.40800000000000003,0.028,4.171921730041504,4 4 1 4 4 4 4 2 4 2 2 1 2 4 4 1 1 1 4 1 4 4 3 4 1 1 4 4 3 4 2 4 4 4 4 3 4 3 1 4 4 2 4 1 1 2 4 4 4 2 0 3 4 0 0 2 2 4 4 4 4 4 2 4 4 0 4 2 3 3 4 4 2 4 0 1 2 1 2 2 4 4 0 2 0 2 2 3 4 2 3 3 4 2 2 4 1 2 4 2 0 1 1 0 0 0 1 1 0 4 4 4 4 1 2 4 4 4 1 1 1 1 1 1 4 1 4 1 4 2 2 4 1 1 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 0 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 2 0 1 3 0 4 0 1 0 1 0 1 1 1 0 1 1 4 1 1 1 1 2 0 0 0 1 2 1 1 1 1 0 1 0 1 1 1 0 1 2 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 1
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_1, HAJI_2",0.6303389093294545,0.632,0.632,0.5468323230743408,0 3 2 0 0 0 0 3 3 3 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 3 3 0 2 2 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 3 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 4 2 1 4 1 3 0 1 1 1 1 1 1 1 2 1 2 0 0 3 1 2 0 1 1 1 2 2 2 2 2 4 2 2 2 0 2 0 0 2 3 0 0 0 2 3 3 3 0 3 2 3 3 3 2 1 1 0 2 2 2 3 0 0 3 2 0 0 0 3 0 0 2 3 2 1 2 3 3 3 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 4 4 3 3 3 3 3 2 3 2 3 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 1 1 4 4 3 2 4 4 2 0 3 3 3 2 3 3 4 1 1 1 4 4 4 4 2 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.45036690896503984,0.44399999999999995,0.024,4.250062942504883,4 4 1 4 4 4 2 2 2 2 2 1 2 4 4 4 1 1 4 1 4 4 3 4 1 1 4 4 4 4 2 4 3 4 4 3 4 4 1 4 4 2 4 4 4 4 4 4 4 2 0 4 4 0 0 4 4 3 3 4 3 4 4 4 4 0 3 2 2 3 3 4 2 3 0 1 2 1 4 2 4 4 4 2 0 4 2 3 4 2 4 4 4 2 4 4 4 2 2 2 0 1 1 0 0 0 1 0 0 4 4 4 4 1 1 4 4 4 1 1 1 1 1 4 4 4 4 1 4 2 2 1 4 1 4 4 4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 0 0 1 0 0 1 1 1 1 4 0 1 1 0 1 1 1 1 1 0 1 1 4 0 1 4 0 1 3 1 1 4 2 0 1 0 1 1 1 0 1 1 1 1 1 1 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 4 1 1 0 1 0 0 0 3 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_1, HAJI_3",0.5996691744830851,0.604,0.604,0.5312130451202393,0 3 2 0 0 0 0 3 3 3 0 0 0 0 2 3 0 2 2 0 0 0 1 0 0 3 3 0 2 2 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 1 2 1 3 0 1 1 4 1 1 1 1 2 1 2 0 0 3 1 2 0 4 1 4 4 2 2 4 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 3 3 3 3 3 2 3 3 3 2 1 1 0 2 2 2 3 0 0 3 2 0 0 0 3 0 0 2 3 2 1 2 3 3 3 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 4 4 3 3 3 3 3 2 3 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 2 3 4 2 4 3 1 2 3 2 3 4 1 3 4 3 3 4 4 3 1 4 3 4 3 3,0.43403059916368847,0.42799999999999994,0.036,4.156311511993408,4 4 1 4 4 4 4 2 2 2 2 1 2 4 4 1 1 1 4 1 4 4 4 4 1 1 4 4 4 4 2 4 3 4 4 3 3 2 1 4 4 2 4 1 1 4 4 1 4 2 0 4 4 0 0 2 2 4 3 4 4 4 4 4 4 0 4 2 3 3 3 2 2 4 0 4 2 1 2 2 4 4 4 2 0 2 2 3 4 2 3 3 4 2 4 4 1 2 2 2 0 1 1 0 0 0 1 0 0 1 1 4 4 1 1 4 4 1 1 1 1 1 1 1 4 4 4 1 4 2 2 1 4 1 4 4 4 4 4 4 4 4 4 4 4 4 3 1 4 2 4 0 0 4 4 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 4 0 1 2 0 1 3 1 1 4 2 0 1 0 1 1 1 0 1 1 1 1 1 1 1 2 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 4 2 1 0 2 4 0 4 0 2 0 2 0 0 1 1 0 0 2 0 2 1 1 2 0
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_2, HAJI_1",0.6242961648209526,0.632,0.632,0.5311934947967529,0 3 2 0 3 3 0 3 3 3 0 0 0 0 2 0 0 3 2 0 0 0 1 0 0 3 3 0 2 2 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 3 1 1 4 2 4 2 1 4 0 1 1 1 1 1 1 1 2 1 0 3 0 0 1 2 3 4 1 1 2 4 2 4 2 4 2 2 2 0 2 0 0 2 3 0 0 0 2 3 3 3 3 3 2 1 3 3 3 4 4 0 2 2 2 3 0 0 3 2 0 0 0 3 2 0 2 3 2 1 4 3 3 1 3 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 4 4 4 0 3 0 4 3 4 4 4 4 4 4 4 4 3 1 3 1 4 4 3 3 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 4 3 4 3 4 4 4 4,0.42786051604893693,0.41200000000000003,0.028,4.14069676399231,4 4 1 4 4 4 4 2 4 2 2 1 2 4 4 1 1 1 4 1 4 4 3 4 1 1 4 4 3 4 2 4 4 4 4 3 4 3 1 4 4 2 4 1 1 2 4 4 4 2 0 4 4 0 0 2 2 4 4 3 4 4 0 4 4 0 4 2 2 3 4 4 2 4 0 1 2 1 2 2 4 4 0 2 0 2 2 3 4 2 1 4 4 2 3 4 1 2 4 2 0 1 1 0 0 0 1 1 0 1 1 4 4 1 2 4 4 4 1 1 1 1 1 1 4 1 4 1 4 2 2 1 1 1 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3 0 1 1 4 0 0 1 1 1 1 1 0 0 4 0 1 0 1 0 1 1 1 1 1 4 0 0 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 0 2 1 1 0 1 1 0 0 1 2 1 1 1 1 0 1 0 0 1 1 0 1 2 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 1
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_2, HAJI_2",0.6051235569985571,0.612,0.612,0.5155935287475586,0 3 2 0 3 3 0 3 3 3 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 3 3 0 2 2 3 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 3 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 3 1 1 4 2 1 4 1 3 0 1 1 1 1 1 1 1 2 1 2 3 0 0 1 2 3 1 1 1 3 2 2 2 2 4 2 3 2 0 2 0 0 2 3 0 0 0 2 3 3 3 3 3 2 1 3 3 3 1 1 0 2 2 2 3 0 0 3 2 0 0 0 0 0 0 2 3 2 1 4 3 3 1 3 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 1 1 4 4 1 3 4 4 2 3 3 3 3 2 3 3 4 1 1 1 4 4 4 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0.46010702370139034,0.46799999999999997,0.024,4.187561988830566,4 4 1 4 4 4 2 2 2 2 2 1 2 4 4 4 1 1 4 1 4 4 3 4 1 1 4 4 4 4 2 4 3 4 4 3 4 3 1 4 4 2 4 4 4 4 4 4 4 2 3 4 4 3 0 4 4 3 3 3 3 4 4 4 4 0 3 2 2 3 4 4 2 3 0 1 2 1 4 2 4 4 4 2 0 4 2 3 4 2 4 4 4 2 3 4 1 2 0 2 0 1 1 0 0 0 1 0 0 4 4 4 4 1 1 4 4 4 1 1 1 1 1 1 4 0 4 1 4 2 2 1 4 1 3 4 4 4 4 4 4 4 4 4 4 1 4 1 4 4 0 4 1 4 0 0 1 1 1 1 1 0 0 4 1 1 4 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 0 2 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 4 1 1 0 1 0 0 0 3 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_2, HAJI_3",0.5731190476360991,0.58,0.58,0.5312683582305908,0 3 2 0 3 3 0 3 3 3 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 3 3 0 2 2 3 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 0 3 1 1 1 2 1 2 1 3 0 1 1 4 1 1 1 1 2 1 2 3 0 0 1 2 3 4 1 4 4 2 2 4 2 4 2 4 2 0 2 0 0 2 3 0 0 0 2 3 3 3 3 3 2 1 3 3 3 1 1 0 2 2 2 3 0 0 3 2 0 0 0 3 0 0 2 3 2 1 4 3 3 1 4 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 3 2 4 3 1 2 3 2 0 4 1 3 4 2 3 4 4 3 3 3 4 3 1 3,0.4579495336278842,0.45999999999999996,0.028,4.09380841255188,4 4 1 4 4 4 4 2 2 2 2 1 2 4 4 1 1 1 4 1 4 4 4 4 1 1 4 4 4 4 2 4 3 4 4 3 3 3 1 4 4 2 4 1 1 4 4 1 4 2 3 4 4 3 0 2 2 3 4 3 4 4 4 4 4 3 3 2 2 3 4 2 2 4 0 4 2 1 2 2 4 4 4 2 0 2 2 3 4 2 3 4 4 2 3 4 1 2 2 2 0 1 1 0 0 0 1 0 0 1 1 4 4 1 1 4 4 1 1 1 1 1 1 1 4 4 4 1 4 2 2 1 4 1 4 4 4 4 4 4 4 4 4 4 4 4 3 1 4 3 0 4 1 4 0 0 1 1 1 1 1 0 0 4 1 1 4 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 4 4 1 2 1 1 1 0 2 1 1 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 4 2 1 0 2 4 0 4 0 2 0 3 0 0 1 1 0 0 2 0 2 1 1 2 0
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_3, HAJI_1",0.6385904711054877,0.6439999999999999,0.644,0.5312397480010986,0 3 2 0 0 3 0 4 0 0 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 3 3 0 2 2 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 4 2 4 3 1 4 0 1 1 1 1 1 1 1 2 1 0 3 0 0 1 2 0 4 3 1 3 4 2 4 2 4 2 3 2 0 2 0 0 2 3 0 0 0 2 3 0 3 0 3 2 3 0 0 2 4 4 0 2 2 2 0 0 0 0 2 0 0 0 3 2 0 2 2 2 1 2 4 4 3 3 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 0 3 3 3 0 3 3 3 3 3 4 4 0 0 2 4 4 3 0 4 0 4 3 4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 4 4,0.4390741883575668,0.43600000000000005,0.024,4.187560081481934,4 4 1 4 4 4 4 2 2 2 2 1 2 4 4 1 1 1 3 1 4 4 3 4 1 1 4 4 4 4 2 4 4 4 4 3 4 3 1 4 4 2 4 1 1 3 4 4 4 2 0 4 4 0 0 2 2 4 4 4 4 4 3 4 4 0 4 2 2 3 4 4 2 4 0 1 2 1 4 2 4 4 2 2 0 2 2 3 4 2 3 4 4 2 3 4 1 2 4 3 0 1 1 0 0 0 1 0 0 3 1 4 1 1 2 4 4 1 1 1 1 1 3 1 4 2 4 1 3 2 3 4 1 1 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 4 1 2 1 1 1 1 1 4 0 0 1 2 1 1 1 1 1 1 0 0 1 1 0 0 2 2 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 1
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_3, HAJI_2",0.6028633454475284,0.6040000000000001,0.604,0.5312190055847168,0 3 2 0 0 3 0 3 0 0 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 3 3 0 2 2 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 3 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 4 2 1 3 1 3 0 1 1 1 1 1 1 1 2 1 2 3 0 0 1 2 0 1 3 1 3 2 2 2 2 4 2 3 2 0 2 0 0 2 3 0 0 0 2 3 0 3 0 3 2 3 0 0 2 1 1 0 2 2 2 0 0 0 0 2 0 0 0 3 0 0 2 2 2 1 2 4 4 3 3 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 0 3 3 3 0 3 3 3 3 3 3 4 0 0 2 4 3 4 4 4 4 4 3 3 3 3 4 4 3 3 4 4 2 2 0 3 3 3 3 2 3 1 1 1 4 4 4 4 3 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.47166818277279776,0.472,0.024,4.250060319900513,4 4 1 3 4 4 2 2 2 2 2 1 2 4 4 4 1 1 4 1 4 4 3 1 1 1 4 4 4 4 2 4 4 4 4 3 4 3 1 4 4 2 4 4 4 3 3 4 4 2 0 4 4 0 0 4 4 3 3 4 4 4 4 4 4 0 3 2 2 3 4 4 2 3 0 1 2 1 4 2 4 4 4 2 0 2 2 3 4 2 3 4 4 2 3 4 1 2 2 3 0 1 1 0 0 0 1 0 0 4 4 4 4 1 1 4 4 4 1 1 1 1 3 1 4 1 4 1 4 2 2 1 4 1 3 4 4 4 4 4 4 4 4 4 4 1 4 3 4 4 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 4 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 4 1 1 0 1 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_2, SHALAT_2, ZAKAT_3, PUASA_3, HAJI_3",0.6056478299968499,0.608,0.608,0.5468413829803467,0 3 2 0 0 3 0 3 0 0 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 3 3 0 2 2 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 1 3 1 3 0 1 1 4 1 1 1 1 2 1 2 3 0 0 1 2 0 4 3 4 3 2 2 4 2 4 2 3 2 0 2 0 0 2 3 0 0 0 2 3 0 3 0 3 2 3 0 3 2 1 1 0 2 2 2 0 0 0 0 2 0 0 0 3 0 0 2 2 2 1 2 4 3 3 3 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 0 3 3 3 0 3 3 3 3 3 3 4 0 0 2 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 3 2 4 3 4 3 1 2 3 2 0 4 1 3 4 2 3 4 4 0 1 4 4 4 3 3,0.46933632847376827,0.464,0.028,4.156298875808716,4 4 1 4 4 4 4 2 2 2 2 1 2 4 4 1 1 1 4 1 4 4 4 4 1 1 4 4 4 4 2 4 4 4 1 3 4 3 1 4 4 2 4 1 1 3 4 1 4 2 0 4 4 0 0 2 2 4 4 4 4 4 4 4 4 0 4 2 2 3 4 2 2 4 0 4 2 1 2 2 4 4 4 2 0 2 2 3 4 2 3 4 4 2 3 4 1 2 2 3 0 1 1 0 0 0 1 0 0 1 1 4 4 1 1 4 4 1 1 1 1 1 3 1 4 4 4 1 3 2 3 1 4 1 4 4 4 4 4 4 4 4 4 4 4 4 3 3 4 2 4 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 4 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 4 2 1 0 2 4 0 4 0 1 0 2 0 0 1 1 0 0 2 0 2 1 1 2 0
