,F_NB,P_NB,A_NB,T_NB,CLAS_NB,F_KNB,P_KNB,A_KNB,T_KNB,CLAS_KNB
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_1, HAJI_1",0.6491255037003761,0.6599999999999999,0.66,0.4843435287475586,3 3 3 3 4 3 3 0 0 0 2 2 1 0 2 1 0 0 2 0 2 1 0 3 3 1 0 2 1 0 0 1 2 4 2 2 1 0 3 2 0 0 0 1 2 1 0 1 0 0 1 1 0 1 1 1 1 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 2 3 0 0 0 2 2 2 2 2 2 3 2 2 2 2 4 2 2 2 4 2 4 2 1 2 2 2 2 2 2 4 4 3 3 3 3 2 2 2 2 3 2 3 0 4 2 2 4 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 4 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 4 4 3 0 4 2 4 3 4 4 4 4 4 4 4 4 3 4 3 3 4 4 3 3 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 4 3 4 3 4 4 4 3,0.4174496621081168,0.396,0.016,4.390699863433838,1 1 1 1 1 0 1 4 1 4 1 1 2 1 1 4 4 1 1 3 3 0 4 1 4 2 4 3 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 4 0 4 1 4 0 4 4 2 2 2 0 3 2 4 1 4 2 2 0 0 2 2 0 4 4 3 2 3 0 0 0 0 2 4 4 2 0 2 2 2 0 0 2 0 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 4 0 0 1 1 4 0 1 1 0 4 0 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 2 0 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 0 0 1 2 1 1 1 1 0 1 2 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 2 0 1 0 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_1, HAJI_2",0.6518516639312796,0.66,0.66,0.4843432903289795,0 3 3 3 3 3 3 0 0 0 2 2 1 0 2 1 0 0 2 0 2 1 0 0 3 4 0 2 1 0 0 1 2 1 2 2 1 0 3 2 0 0 0 1 2 1 0 1 0 0 1 1 0 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 4 1 3 3 1 1 1 1 1 1 1 1 1 2 2 3 0 0 0 2 2 2 2 4 2 3 2 2 2 2 2 2 2 2 2 2 4 2 1 2 2 2 2 2 2 4 4 3 3 3 3 2 2 2 2 3 3 3 0 2 2 2 1 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 1 3 3 3 4 4 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 4 3 4 4 3 3 4 4 2 3 3 2 3 3 3 2 3 4 4 1 4 4 4 3 2 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.4277038750722961,0.4080000000000001,0.012,4.468776702880859,1 1 1 1 1 0 1 4 1 4 1 1 2 1 1 2 1 1 1 3 3 4 2 1 4 2 4 4 4 4 4 2 4 4 4 1 4 4 4 4 2 4 4 3 3 4 4 2 1 4 0 0 4 4 4 2 3 2 1 3 0 4 3 2 2 2 0 3 2 4 1 4 2 2 0 0 2 2 0 2 2 3 0 3 0 0 0 0 2 4 4 2 0 2 2 2 3 0 2 0 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 0 0 4 1 1 1 0 1 1 0 0 1 1 1 1 1 4 0 0 1 1 4 0 1 1 0 4 0 1 1 1 0 1 1 1 1 4 0 1 1 0 0 0 1 1 1 0 1 1 4 0 0 4 0 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 0 0 3 0 3 2 1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_1, HAJI_3",0.6246024901319512,0.632,0.632,0.5312187671661377,0 3 3 3 3 3 3 0 0 0 2 2 0 0 2 1 0 4 2 0 2 1 0 0 3 1 0 2 1 0 0 1 2 1 2 2 1 0 3 2 0 0 0 1 2 1 0 1 0 0 1 1 0 1 1 1 1 0 2 0 4 1 1 4 1 1 1 1 1 1 0 0 1 4 4 1 1 1 4 0 1 1 1 1 4 1 4 4 1 3 3 1 1 1 1 1 1 1 1 4 2 2 3 0 0 0 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 4 2 4 2 1 2 2 2 2 2 2 4 4 3 2 3 3 2 2 2 2 3 3 3 0 2 2 2 4 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 4 4 3 4 3 3 3 1 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 2 2 3 4 3 4 3 1 4 3 2 3 4 1 4 4 3 3 4 4 3 4 4 3 4 3 3,0.4565246641328003,0.436,0.024,4.375061988830566,1 1 1 1 1 0 1 4 1 4 1 1 2 1 1 2 4 1 1 4 3 4 4 4 4 2 4 4 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 3 4 4 3 2 0 2 1 4 0 4 3 2 2 2 0 3 2 4 1 4 2 2 0 0 2 2 0 4 4 4 4 3 0 0 0 0 2 4 4 2 2 2 2 2 3 0 2 0 1 1 1 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 4 0 0 1 1 4 0 1 1 0 4 0 0 1 0 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 2 0 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 1 2 0 1 2 4 0 4 0 1 0 3 0 0 1 1 0 0 4 2 0 1 1 2 0
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_2, HAJI_1",0.6198806501908839,0.628,0.628,0.484356164932251,3 3 3 3 4 3 3 0 0 0 3 2 3 0 3 1 0 3 2 0 2 1 0 0 3 4 0 2 3 0 0 1 2 3 2 2 1 0 3 2 0 0 0 1 3 1 3 1 0 0 1 1 0 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 3 3 3 4 0 2 2 2 2 2 2 3 2 2 3 2 4 2 2 3 4 2 3 2 3 2 3 3 2 3 2 4 4 3 3 3 3 2 2 2 2 3 2 3 0 4 2 2 4 4 3 3 1 3 4 3 4 3 3 3 3 3 2 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 3 3 3 3 4 4 3 0 3 3 4 3 4 4 4 4 4 4 4 4 3 4 3 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 3 4 4 4 3,0.4361983224603915,0.42800000000000005,0.02,4.359436988830566,1 1 1 1 1 0 1 4 1 4 0 1 2 1 1 4 4 1 1 3 3 0 4 1 4 2 4 3 4 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 4 3 4 1 4 0 4 4 2 2 2 0 3 2 4 1 4 2 2 0 0 2 2 0 4 4 3 2 3 0 0 0 0 2 4 4 2 0 2 2 2 3 0 2 0 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 4 0 0 1 1 4 0 1 1 0 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 1 0 1 1 1 1 1 4 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 0 1 2 1 1 1 1 0 1 2 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 2 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_2, HAJI_2",0.6289460878224339,0.6399999999999999,0.64,0.4843566417694092,3 3 3 3 4 3 3 0 0 0 3 2 3 0 3 1 0 3 2 0 2 1 0 0 3 4 0 2 3 0 0 1 2 3 2 2 1 0 3 2 0 0 0 1 2 1 3 1 0 0 1 1 0 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 4 1 3 3 1 1 1 1 1 1 1 1 1 2 3 3 0 0 0 2 2 2 2 4 2 3 2 2 3 2 2 2 2 3 4 2 3 2 3 2 3 3 2 3 2 4 4 3 3 3 3 2 2 2 2 3 3 3 0 2 2 2 1 4 3 3 1 3 4 3 3 3 3 3 3 3 2 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 4 1 4 4 4 3 4 4 2 3 3 3 3 2 3 3 4 4 4 1 4 4 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0.4497528463235751,0.44399999999999995,0.02,4.421945333480835,1 1 1 1 1 0 1 4 1 4 0 1 2 1 1 2 1 1 1 3 3 4 2 1 4 2 4 4 4 4 4 2 4 4 4 1 4 4 4 4 2 4 4 3 4 4 4 2 1 4 0 0 4 4 3 4 3 2 1 3 0 4 3 2 2 2 0 3 2 4 1 4 2 2 0 0 2 2 0 2 2 3 2 3 0 0 0 0 2 4 4 2 0 2 2 2 3 0 2 0 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 0 0 4 1 1 1 0 1 1 0 0 1 1 1 0 1 4 0 0 1 1 4 0 1 1 0 0 2 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 0 0 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 4 4 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 4 1 1 0 0 1 0 3 2 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_2, HAJI_3",0.5773348006188408,0.584,0.584,0.5312418937683105,3 3 3 3 3 3 3 0 0 0 2 2 3 0 3 1 0 4 2 0 2 1 0 0 3 1 0 2 3 0 0 1 2 1 2 2 1 0 3 2 0 0 0 1 2 1 3 1 0 0 4 1 0 1 1 1 1 0 3 0 4 1 1 4 1 1 1 1 1 1 0 0 1 4 4 1 1 1 4 3 1 1 1 1 4 1 4 4 1 3 3 1 1 1 1 1 1 1 1 4 2 3 3 0 0 0 2 2 2 2 2 2 3 2 2 3 2 2 2 2 3 3 2 3 2 1 2 3 3 2 3 2 4 4 3 3 3 3 2 2 2 2 3 3 3 0 2 2 2 4 3 3 3 1 4 4 3 4 3 3 3 3 3 2 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 3 3 4 3 1 4 3 2 3 4 1 4 4 3 3 4 4 3 3 3 4 3 3 3,0.4514634571777429,0.43600000000000005,0.028,4.312577724456787,1 1 1 1 1 0 1 4 1 4 1 1 2 1 1 2 4 1 1 4 3 4 4 1 4 2 4 3 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 2 3 2 1 4 0 4 3 2 2 2 0 3 2 4 1 4 2 2 0 0 2 2 0 4 4 4 4 3 0 0 0 1 2 4 4 2 0 2 2 2 3 0 2 0 1 1 1 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 1 4 1 1 1 1 0 1 1 0 0 1 1 1 0 1 4 0 0 1 1 4 0 1 1 0 0 1 2 0 1 0 1 1 1 1 1 0 0 4 1 1 0 1 0 1 1 1 1 1 1 0 0 1 2 1 1 1 4 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 2 0 0 0 0 1 0 1 0 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 1 2 0 1 2 4 0 4 0 1 0 3 0 0 1 1 0 0 4 2 0 1 1 2 0
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_3, HAJI_1",0.6438962779380899,0.6559999999999999,0.656,0.4843597412109375,3 3 3 3 3 3 3 0 0 0 2 2 3 0 2 1 0 0 2 3 2 1 0 0 3 1 0 2 3 0 0 1 3 3 2 3 1 0 3 2 0 0 0 1 3 1 0 1 0 0 1 1 1 1 1 1 4 1 3 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 3 3 0 0 0 2 2 2 2 2 2 3 2 3 2 2 4 2 2 2 4 2 3 2 1 2 3 3 2 3 2 4 4 3 3 2 3 3 2 2 3 3 3 3 0 4 2 2 4 3 4 4 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 4 4 3 0 0 4 4 3 0 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4,0.44484802450154964,0.44799999999999995,0.016,4.421945571899414,1 1 1 1 1 1 1 4 1 4 1 1 2 1 1 4 4 1 1 3 0 0 4 1 4 2 4 4 4 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 4 4 0 4 1 3 0 4 4 3 2 2 0 3 2 4 1 4 2 3 0 0 2 2 3 4 4 3 2 0 0 0 0 0 2 4 4 2 2 2 2 2 0 0 2 0 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 4 0 0 1 1 4 1 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 4 0 0 1 3 1 1 1 1 0 1 2 0 1 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 2 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_3, HAJI_2",0.6111893218473374,0.616,0.616,0.4843864440917969,3 3 3 3 3 3 3 0 0 0 2 2 3 0 2 1 0 0 2 0 2 1 0 0 3 4 0 2 3 0 0 1 3 3 2 3 1 0 3 3 0 0 0 1 2 1 3 1 0 0 1 1 1 1 1 1 4 1 3 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 4 1 1 3 1 1 1 1 1 1 1 1 1 2 3 3 0 0 0 2 2 2 2 4 2 3 2 3 2 2 2 2 2 2 4 2 3 2 1 2 3 3 2 3 2 4 4 3 3 2 3 2 2 2 3 3 3 3 0 3 2 2 4 3 4 4 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 2 4 3 0 0 4 3 4 4 4 4 3 3 3 3 3 4 4 3 3 4 4 2 3 3 3 3 3 3 2 3 4 4 1 4 4 4 4 3 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.44622627842966833,0.448,0.024,4.484450578689575,1 1 1 1 1 0 1 4 1 4 1 1 2 1 1 2 3 1 1 3 0 4 2 1 4 2 4 4 4 4 4 2 4 4 4 1 4 4 4 4 2 4 4 3 4 4 4 2 1 4 0 0 4 4 4 4 0 2 1 3 0 4 3 3 2 2 0 3 2 4 1 4 2 3 0 0 2 2 0 2 2 3 0 0 0 0 0 0 2 4 4 2 0 2 2 2 0 0 2 0 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 0 0 4 1 1 1 0 1 0 0 0 1 1 1 1 1 4 0 0 1 1 4 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 0 0 0 0 0 0 0 0 0 4 0 1 0 1 0 1 1 1 1 1 1 1 1 0 0 3 0 2 2 1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_1, PUASA_3, HAJI_3",0.5884640910773316,0.596,0.596,0.4843556880950928,3 3 3 3 3 3 3 0 0 0 2 2 3 0 3 1 0 4 2 3 2 1 0 0 3 1 0 2 3 0 0 1 2 3 2 3 1 0 3 3 0 0 0 1 2 1 3 1 0 0 1 1 1 1 1 1 1 1 3 1 4 1 1 4 1 1 1 1 1 1 0 0 1 4 4 1 1 1 4 1 1 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 3 3 0 0 0 2 2 2 2 2 2 3 2 3 2 2 3 2 2 2 4 2 3 2 1 2 3 3 2 3 2 4 4 3 3 2 3 3 2 2 3 3 3 3 0 3 2 2 4 3 4 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 4 4 3 0 0 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 4 3 4 3 1 4 3 2 3 4 1 3 4 3 3 4 4 0 3 4 4 4 3 3,0.45936956284884767,0.456,0.02,4.406315565109253,1 1 1 1 1 1 1 4 1 4 1 1 2 1 1 2 4 1 1 4 0 4 4 1 4 2 4 4 4 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 2 0 2 1 3 0 4 3 3 2 2 0 3 2 4 1 4 2 3 0 0 2 2 0 4 4 4 4 0 0 0 0 0 2 4 4 2 0 2 2 2 0 0 2 0 1 1 1 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 4 0 0 1 1 4 1 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 4 0 2 0 0 0 0 1 0 1 0 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 1 2 0 1 2 4 0 4 0 1 0 2 0 0 1 1 0 0 3 2 0 1 1 2 0
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_1, HAJI_1",0.6346478307442092,0.6479999999999999,0.648,0.4843437671661377,3 3 3 3 4 3 3 0 0 0 2 2 1 0 2 1 0 0 0 0 1 1 2 3 3 1 0 2 1 0 0 1 1 4 0 2 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 0 1 1 1 4 1 2 1 4 1 1 1 1 1 2 1 1 1 0 0 1 1 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 3 3 1 1 1 1 1 1 1 1 4 2 3 2 2 2 2 4 3 2 2 2 2 2 2 2 2 2 2 4 2 4 2 4 3 3 4 1 2 0 2 4 2 2 4 4 3 4 2 2 4 3 2 2 3 2 3 3 4 2 2 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 4 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 4 4 3 0 4 4 4 3 4 4 4 4 4 4 4 4 3 4 3 4 4 4 3 3 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 3,0.3820918983089723,0.368,0.024,4.328148365020752,1 1 1 1 1 2 1 2 1 4 0 1 4 2 1 2 4 1 1 3 3 0 4 1 4 3 4 4 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 1 1 0 0 4 4 3 4 2 4 1 4 0 4 4 2 0 0 0 3 2 4 1 4 3 2 0 0 2 2 0 4 4 3 2 2 0 0 0 0 2 4 4 0 0 0 3 2 2 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 4 1 4 0 4 1 0 0 0 0 0 1 1 2 2 0 3 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 3 0 0 1 0 1 4 0 0 1 0 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 4 0 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 0 0 2 2 1 1 1 1 0 1 2 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 2 0 1 0 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_1, HAJI_2",0.6464291466417134,0.652,0.652,0.4843788146972656,0 3 3 2 3 3 3 0 0 0 2 2 0 0 2 1 0 0 0 0 1 1 2 0 3 1 0 2 1 0 0 1 1 1 0 0 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 0 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 4 1 3 3 1 1 1 1 1 1 1 1 1 2 3 2 2 2 2 3 3 2 2 4 2 2 2 2 2 2 2 3 2 2 2 4 3 3 2 1 2 0 1 3 2 2 3 3 3 2 2 2 3 4 2 3 3 2 3 3 3 2 2 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 1 3 3 3 4 3 3 4 3 3 3 1 3 3 3 3 3 3 3 3 3 4 3 4 4 4 3 4 4 4 4 1 4 4 3 3 4 4 4 3 3 2 3 3 3 3 3 1 4 1 4 4 4 3 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.39298432787069143,0.388,0.016,4.390688180923462,1 1 1 1 1 2 1 2 1 2 1 1 4 2 1 2 1 4 1 4 3 4 1 1 4 2 4 4 4 4 4 2 4 4 4 4 4 4 4 4 2 4 4 3 3 4 4 4 1 4 0 0 4 4 4 4 2 2 1 3 0 4 3 2 0 0 0 3 2 4 1 4 3 2 0 0 2 2 0 4 2 3 2 2 0 0 0 1 4 4 4 0 0 0 3 2 2 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 0 4 4 0 4 1 0 0 0 1 0 1 1 4 4 0 4 4 0 1 1 0 0 0 0 0 1 0 0 1 1 1 3 0 0 1 0 1 4 0 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 4 0 0 4 0 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 4 0 2 0 1 0 1 1 1 1 1 1 1 1 1 0 2 0 3 2 1 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_1, HAJI_3",0.6283248336754195,0.636,0.636,0.4843568801879883,0 3 3 3 3 3 3 0 0 0 2 2 1 0 2 1 0 4 0 0 1 1 2 0 3 1 0 2 1 0 0 1 1 1 0 0 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 0 1 1 1 1 1 2 1 4 1 1 4 1 1 2 1 1 1 0 0 1 4 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 3 2 2 2 2 3 3 2 2 2 2 2 2 2 2 2 2 3 2 4 2 4 3 3 2 1 2 0 2 4 2 2 3 3 3 2 2 2 3 3 2 2 3 2 3 3 4 2 2 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 1 3 3 3 4 4 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 2 3 3 4 2 4 3 1 4 3 4 3 4 1 3 4 3 3 4 4 3 4 4 3 4 3 3,0.40973450089073793,0.4,0.024,4.296935081481934,1 1 1 1 0 2 1 2 1 2 0 1 4 2 1 2 4 1 1 4 3 4 4 4 4 2 4 4 2 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 2 2 2 1 3 0 4 3 2 0 0 0 3 2 4 1 4 3 2 0 0 2 2 0 4 4 4 4 2 0 0 0 0 2 4 4 0 0 0 3 2 2 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 0 1 4 0 4 1 0 0 0 0 0 1 1 4 4 0 3 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 3 0 0 1 0 1 4 0 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 4 0 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 2 0 1 2 2 0 4 0 1 0 2 0 0 1 1 0 0 4 0 0 1 1 1 0
